KEY, COLUMN, SOURCE_TABLE, SOURCE_VALUE, TARGET_TABLE, TARGET_VALUE, COMMENTS
1716_CA-2019-154788,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
9469_CA-2020-102925,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
8622_CA-2020-104318,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
1220_US-2020-118087,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
4513_CA-2019-118969,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
7290_CA-2019-153661,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
9392_CA-2020-162474,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
1569_US-2020-152002,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
572_CA-2020-164826,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
956_CA-2020-119305,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
7731_CA-2020-104850,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
4884_CA-2020-104080,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
7042_CA-2020-103443,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
1624_CA-2020-108560,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
4868_CA-2020-122490,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
6512_CA-2020-167640,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
8475_CA-2020-169404,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
2524_CA-2019-124352,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
2079_CA-2020-140676,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
1497_CA-2020-152485,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
260_CA-2020-163139,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
8788_CA-2020-145765,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
7333_CA-2020-115119,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
4901_CA-2020-120936,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
3475_CA-2020-111815,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
744_US-2019-146710,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
5468_CA-2019-122448,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
5192_US-2020-141943,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
8239_CA-2020-103065,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
4735_CA-2019-120530,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
5178_CA-2019-123015,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
537_US-2020-122637,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
161_CA-2019-162733,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
6320_CA-2020-161459,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
4745_CA-2020-168123,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
9612_CA-2020-144365,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
4319_US-2020-136189,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
4843_CA-2020-118402,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
670_US-2020-106663,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
7502_CA-2020-121048,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
3798_CA-2020-121314,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
5408_CA-2020-108854,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
189_CA-2019-157000,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
6813_CA-2020-156237,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
7861_CA-2020-152261,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
9231_CA-2020-133718,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
5785_CA-2020-141117,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
8336_CA-2020-161655,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
7539_US-2020-112347,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
1039_CA-2020-121818,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
2143_CA-2019-155481,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
637_US-2019-123470,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
5997_CA-2019-162187,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
9721_CA-2019-119641,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
7308_CA-2019-144092,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
3516_CA-2019-168536,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
5013_US-2020-160465,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
4141_CA-2020-127313,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
9596_CA-2020-104619,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
7769_CA-2020-154088,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
7530_US-2020-106145,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
7963_CA-2020-104864,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
8895_CA-2019-167241,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
1949_CA-2020-157987,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
6319_CA-2020-161459,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
3604_CA-2020-112956,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
3140_CA-2020-164168,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
7891_CA-2019-148684,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
1623_CA-2020-108560,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
2904_CA-2019-153577,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
5300_CA-2019-106656,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
9217_CA-2020-103765,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
6664_CA-2020-162173,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
8753_CA-2019-105662,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
3742_CA-2019-137848,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
3412_CA-2019-100244,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
3661_CA-2019-161676,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
5707_CA-2020-136000,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
8473_US-2020-132031,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
5313_CA-2019-123414,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
402_CA-2019-108987,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
7146_US-2020-141558,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
4409_CA-2019-100041,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
8967_CA-2019-134180,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
1885_CA-2020-154718,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
1861_US-2020-121251,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
6581_CA-2019-169887,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
9319_US-2020-108343,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
5456_CA-2020-160962,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
6573_CA-2019-161543,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
2691_CA-2020-156412,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
2156_CA-2019-111115,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
122_CA-2019-103730,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
3754_CA-2020-161956,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
6279_US-2019-139087,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
4444_US-2019-111290,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
4259_CA-2019-124793,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
8496_CA-2019-143154,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
6387_US-2020-104661,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
6803_CA-2019-109827,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
6429_CA-2019-143714,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
4626_CA-2020-147228,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
3487_US-2019-134761,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
7934_CA-2020-166093,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
2859_CA-2020-138975,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
8617_CA-2019-165918,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
513_CA-2019-106341,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
8632_CA-2019-107783,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
7828_CA-2020-117114,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
2855_CA-2020-137344,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
7316_CA-2020-115322,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
3942_CA-2020-117863,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
2626_CA-2020-127180,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
8531_CA-2019-156748,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
6403_CA-2020-125472,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
5034_CA-2019-155166,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
7391_CA-2020-108035,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
954_CA-2020-136539,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
4144_CA-2020-112725,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
5571_CA-2020-157966,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
7387_CA-2019-105732,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
6651_US-2020-124779,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
8587_CA-2020-162015,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
5460_CA-2020-116680,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
1500_CA-2020-130386,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
1087_CA-2019-167584,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
3803_CA-2019-156503,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
7222_US-2020-104437,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
8871_CA-2020-101805,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
8313_US-2020-105935,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
2503_CA-2020-131618,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
3382_US-2020-162208,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
1133_US-2019-114776,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
9978_US-2019-103674,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
2519_CA-2019-124352,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
665_CA-2019-143308,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
7061_CA-2019-165330,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
1199_CA-2019-130946,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
4180_US-2020-119039,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
232_US-2020-100930,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
5267_CA-2020-147452,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
7397_CA-2019-110975,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
5357_CA-2019-138037,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
5415_US-2020-125647,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
673_CA-2020-111178,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
8532_CA-2019-156748,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
9526_CA-2020-156958,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
9136_CA-2019-124254,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
9237_CA-2019-126732,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
6620_US-2020-167402,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
2571_CA-2020-134404,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
514_CA-2020-163405,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
8235_CA-2020-102204,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
6370_CA-2019-103919,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
1802_CA-2019-149461,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
1264_CA-2019-155992,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
814_CA-2020-143686,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
4222_CA-2020-134565,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
5025_US-2020-130953,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
7260_CA-2019-152730,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
5413_CA-2020-166856,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
6904_CA-2020-111220,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
7676_CA-2020-133487,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
1677_CA-2019-122728,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
4496_CA-2020-112753,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
432_US-2019-123750,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
7645_US-2019-157490,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
278_CA-2020-132976,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
715_US-2020-100048,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
4514_CA-2019-145240,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
8198_CA-2020-102736,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
5362_CA-2020-100951,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
9583_CA-2019-107475,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
9968_CA-2020-153871,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
6141_CA-2020-121083,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
7177_US-2020-141677,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
5368_CA-2020-158071,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
8994_CA-2020-159100,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
815_CA-2020-143686,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
2625_CA-2020-127180,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
2341_CA-2019-137736,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
7158_CA-2019-131380,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
5562_CA-2020-133263,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
1886_CA-2019-147578,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
9979_US-2019-103674,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
3967_CA-2019-149902,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
6707_CA-2019-112277,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
2958_CA-2020-168900,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
9586_CA-2019-160598,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
6250_CA-2020-121580,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
5214_CA-2019-145898,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
235_US-2020-100930,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
1528_CA-2019-122392,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
5489_CA-2020-134495,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
2557_US-2019-126844,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
4265_US-2019-131611,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
5743_US-2020-147886,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
3052_US-2020-148054,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
3344_CA-2019-145982,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
4189_CA-2020-112536,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
5311_CA-2020-131254,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
8479_CA-2020-158736,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
7130_CA-2019-166282,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
3856_US-2020-105389,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
2466_CA-2020-148691,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
3365_CA-2019-130050,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
9538_CA-2019-148747,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
7536_US-2020-160143,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
1367_US-2020-155425,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
4551_US-2020-107636,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
4945_CA-2019-151372,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
6777_US-2019-152373,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
331_US-2019-141544,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
1877_CA-2020-112039,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
2879_CA-2019-152072,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
9717_US-2019-144477,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
5145_CA-2020-161333,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
1517_CA-2020-148446,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
1866_US-2020-116659,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
3985_CA-2019-135265,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
3753_CA-2020-161956,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
4798_US-2019-148901,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
467_CA-2019-109869,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
675_CA-2020-130351,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
5307_US-2019-168410,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
9892_US-2019-115441,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
6748_CA-2020-100230,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
628_CA-2020-153787,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
237_CA-2020-160514,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
5548_CA-2020-151008,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
4922_CA-2020-114055,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
9624_CA-2020-137449,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
1665_CA-2019-128531,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
3259_US-2019-161844,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
8429_US-2020-132220,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
3764_CA-2019-156251,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
9206_CA-2019-146423,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
2460_CA-2020-138548,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
3462_CA-2020-114258,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
1304_US-2020-126179,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
8976_CA-2020-156622,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
5506_CA-2020-127782,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
5271_CA-2020-144484,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
7911_CA-2019-149762,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
5900_CA-2020-108000,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
8877_US-2019-141264,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
1251_CA-2020-115602,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
4390_CA-2020-111556,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
6027_CA-2020-136007,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
8879_CA-2020-126928,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
4950_CA-2020-107125,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
6408_CA-2020-161774,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
2304_CA-2020-157931,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
2122_CA-2020-158246,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
631_US-2019-135720,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
8518_CA-2020-149720,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
4539_CA-2020-138464,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
6191_CA-2019-157259,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
8577_CA-2020-106747,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
5882_CA-2019-133935,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
6701_CA-2020-145429,,./input/Archive/source.csv,,./input/Archive/target.csv,,Missing in Target
