KEY, COLUMN, SOURCE_TABLE, SOURCE_VALUE, TARGET_TABLE, TARGET_VALUE, COMMENTS
28,Order_Date,./input/generated_data1_source.csv,03-01-2024,./input/generated_data1_target.csv,03-01-2023,Mismatch
29,Order_Date,./input/generated_data1_source.csv,03-01-2024,./input/generated_data1_target.csv,03-01-2023,Mismatch
30,Order_Date,./input/generated_data1_source.csv,03-01-2024,./input/generated_data1_target.csv,03-01-2023,Mismatch
31,Order_Date,./input/generated_data1_source.csv,03-01-2024,./input/generated_data1_target.csv,03-01-2023,Mismatch
32,Order_Date,./input/generated_data1_source.csv,03-01-2024,./input/generated_data1_target.csv,03-01-2023,Mismatch
33,Order_Date,./input/generated_data1_source.csv,03-01-2024,./input/generated_data1_target.csv,03-01-2023,Mismatch
34,Order_Date,./input/generated_data1_source.csv,03-01-2024,./input/generated_data1_target.csv,03-01-2023,Mismatch
35,Order_Date,./input/generated_data1_source.csv,03-01-2024,./input/generated_data1_target.csv,03-01-2023,Mismatch
36,Order_Date,./input/generated_data1_source.csv,03-01-2024,./input/generated_data1_target.csv,03-01-2023,Mismatch
37,Order_Date,./input/generated_data1_source.csv,03-01-2024,./input/generated_data1_target.csv,03-01-2023,Mismatch
38,Order_Date,./input/generated_data1_source.csv,03-01-2024,./input/generated_data1_target.csv,03-01-2023,Mismatch
39,Order_Date,./input/generated_data1_source.csv,03-01-2024,./input/generated_data1_target.csv,03-01-2023,Mismatch
40,Order_Date,./input/generated_data1_source.csv,03-01-2024,./input/generated_data1_target.csv,03-01-2023,Mismatch
41,Order_Date,./input/generated_data1_source.csv,03-01-2024,./input/generated_data1_target.csv,03-01-2023,Mismatch
42,Order_Date,./input/generated_data1_source.csv,03-01-2024,./input/generated_data1_target.csv,03-01-2023,Mismatch
43,Order_Date,./input/generated_data1_source.csv,03-01-2024,./input/generated_data1_target.csv,03-01-2023,Mismatch
44,Order_Date,./input/generated_data1_source.csv,03-01-2024,./input/generated_data1_target.csv,03-01-2023,Mismatch
45,Order_Date,./input/generated_data1_source.csv,03-01-2024,./input/generated_data1_target.csv,03-01-2023,Mismatch
46,Order_Date,./input/generated_data1_source.csv,03-01-2024,./input/generated_data1_target.csv,03-01-2023,Mismatch
47,Order_Date,./input/generated_data1_source.csv,03-01-2024,./input/generated_data1_target.csv,03-01-2023,Mismatch
48,Order_Date,./input/generated_data1_source.csv,03-01-2024,./input/generated_data1_target.csv,03-01-2023,Mismatch
49,Order_Date,./input/generated_data1_source.csv,03-01-2024,./input/generated_data1_target.csv,03-01-2023,Mismatch
50,Order_Date,./input/generated_data1_source.csv,03-01-2024,./input/generated_data1_target.csv,03-01-2023,Mismatch
51,Order_Date,./input/generated_data1_source.csv,03-01-2024,./input/generated_data1_target.csv,03-01-2023,Mismatch
52,Order_Date,./input/generated_data1_source.csv,03-01-2024,./input/generated_data1_target.csv,03-01-2023,Mismatch
53,Order_Date,./input/generated_data1_source.csv,03-01-2024,./input/generated_data1_target.csv,03-01-2023,Mismatch
54,Order_Date,./input/generated_data1_source.csv,03-01-2024,./input/generated_data1_target.csv,03-01-2023,Mismatch
55,Order_Date,./input/generated_data1_source.csv,03-01-2024,./input/generated_data1_target.csv,03-01-2023,Mismatch
56,Order_Date,./input/generated_data1_source.csv,03-01-2024,./input/generated_data1_target.csv,03-01-2023,Mismatch
57,Order_Date,./input/generated_data1_source.csv,03-01-2024,./input/generated_data1_target.csv,03-01-2023,Mismatch
58,Order_Date,./input/generated_data1_source.csv,03-01-2024,./input/generated_data1_target.csv,03-01-2023,Mismatch
59,Order_Date,./input/generated_data1_source.csv,03-01-2024,./input/generated_data1_target.csv,03-01-2023,Mismatch
60,Order_Date,./input/generated_data1_source.csv,03-01-2024,./input/generated_data1_target.csv,03-01-2023,Mismatch
61,Order_Date,./input/generated_data1_source.csv,03-01-2024,./input/generated_data1_target.csv,03-01-2023,Mismatch
62,Order_Date,./input/generated_data1_source.csv,03-01-2024,./input/generated_data1_target.csv,03-01-2023,Mismatch
63,Order_Date,./input/generated_data1_source.csv,03-01-2024,./input/generated_data1_target.csv,03-01-2023,Mismatch
64,Order_Date,./input/generated_data1_source.csv,03-01-2024,./input/generated_data1_target.csv,03-01-2023,Mismatch
65,Order_Date,./input/generated_data1_source.csv,03-01-2024,./input/generated_data1_target.csv,03-01-2023,Mismatch
66,Order_Date,./input/generated_data1_source.csv,03-01-2024,./input/generated_data1_target.csv,03-01-2023,Mismatch
67,Order_Date,./input/generated_data1_source.csv,03-01-2024,./input/generated_data1_target.csv,03-01-2023,Mismatch
68,Order_Date,./input/generated_data1_source.csv,03-01-2024,./input/generated_data1_target.csv,03-01-2023,Mismatch
69,Order_Date,./input/generated_data1_source.csv,03-01-2024,./input/generated_data1_target.csv,03-01-2023,Mismatch
70,Order_Date,./input/generated_data1_source.csv,03-01-2024,./input/generated_data1_target.csv,03-01-2023,Mismatch
71,Order_Date,./input/generated_data1_source.csv,03-01-2024,./input/generated_data1_target.csv,03-01-2023,Mismatch
72,Order_Date,./input/generated_data1_source.csv,03-01-2024,./input/generated_data1_target.csv,03-01-2023,Mismatch
73,Order_Date,./input/generated_data1_source.csv,03-01-2024,./input/generated_data1_target.csv,03-01-2023,Mismatch
74,Order_Date,./input/generated_data1_source.csv,03-01-2024,./input/generated_data1_target.csv,03-01-2023,Mismatch
75,Order_Date,./input/generated_data1_source.csv,03-01-2024,./input/generated_data1_target.csv,03-01-2023,Mismatch
76,Order_Date,./input/generated_data1_source.csv,03-01-2024,./input/generated_data1_target.csv,03-01-2023,Mismatch
77,Order_Date,./input/generated_data1_source.csv,03-01-2024,./input/generated_data1_target.csv,03-01-2023,Mismatch
78,Order_Date,./input/generated_data1_source.csv,03-01-2024,./input/generated_data1_target.csv,03-01-2023,Mismatch
79,Order_Date,./input/generated_data1_source.csv,03-01-2024,./input/generated_data1_target.csv,03-01-2023,Mismatch
80,Order_Date,./input/generated_data1_source.csv,03-01-2024,./input/generated_data1_target.csv,03-01-2023,Mismatch
81,Order_Date,./input/generated_data1_source.csv,03-01-2024,./input/generated_data1_target.csv,03-01-2023,Mismatch
82,Order_Date,./input/generated_data1_source.csv,03-01-2024,./input/generated_data1_target.csv,03-01-2023,Mismatch
83,Order_Date,./input/generated_data1_source.csv,03-01-2024,./input/generated_data1_target.csv,03-01-2023,Mismatch
84,Order_Date,./input/generated_data1_source.csv,03-01-2024,./input/generated_data1_target.csv,03-01-2023,Mismatch
85,Order_Date,./input/generated_data1_source.csv,03-01-2024,./input/generated_data1_target.csv,03-01-2023,Mismatch
86,Order_Date,./input/generated_data1_source.csv,03-01-2024,./input/generated_data1_target.csv,03-01-2023,Mismatch
87,Order_Date,./input/generated_data1_source.csv,03-01-2024,./input/generated_data1_target.csv,03-01-2023,Mismatch
88,Order_Date,./input/generated_data1_source.csv,03-01-2024,./input/generated_data1_target.csv,03-01-2023,Mismatch
89,Order_Date,./input/generated_data1_source.csv,03-01-2024,./input/generated_data1_target.csv,03-01-2023,Mismatch
90,Order_Date,./input/generated_data1_source.csv,03-01-2024,./input/generated_data1_target.csv,03-01-2023,Mismatch
91,Order_Date,./input/generated_data1_source.csv,03-01-2024,./input/generated_data1_target.csv,03-01-2023,Mismatch
92,Order_Date,./input/generated_data1_source.csv,03-01-2024,./input/generated_data1_target.csv,03-01-2023,Mismatch
93,Order_Date,./input/generated_data1_source.csv,03-01-2024,./input/generated_data1_target.csv,03-01-2023,Mismatch
94,Order_Date,./input/generated_data1_source.csv,03-01-2024,./input/generated_data1_target.csv,03-01-2023,Mismatch
95,Order_Date,./input/generated_data1_source.csv,03-01-2024,./input/generated_data1_target.csv,03-01-2023,Mismatch
96,Order_Date,./input/generated_data1_source.csv,03-01-2024,./input/generated_data1_target.csv,03-01-2023,Mismatch
97,Order_Date,./input/generated_data1_source.csv,03-01-2024,./input/generated_data1_target.csv,03-01-2023,Mismatch
98,Order_Date,./input/generated_data1_source.csv,03-01-2024,./input/generated_data1_target.csv,03-01-2023,Mismatch
99,,./input/generated_data1_source.csv,,./input/generated_data1_target.csv,,Missing in Target
100,,./input/generated_data1_source.csv,,./input/generated_data1_target.csv,,Missing in Source
